Country Name	Country Code	Indicator Name	Indicator Code	"$1,960 "	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
"Congo, Dem. Rep."	COD	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.152228016	0.15078151	0.13555859	0.139445496	0.11692629	0.142289847	0.134675178	0.124706079	0.178180978	0.187694641	0.135611635	0.144091594	0.143067612	0.147259985	0.151249255	0.14138136	0.144911359	0.143821417	0.141803403	0.146326279	0.132865031	0.139685071	0.110867289	0.141749114	0.136120411	0.121851108	0.110060822	0.12223402	0.123875375	0.13127172	0.117591197	0.082498968	0.075409546	0.066760984	0.040700233	0.051043515	0.054185516	0.043337889	0.037209307	0.030119807	0.017292618	0.017276319	0.018616172	0.019194831	0.022610101	0.027392924	0.028470592	0.030067893	0.030794399	0.028027156	0.031314551	0.037377088	0.034820686	0.050339213	0.063369191
"Congo, Rep."	COG	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.21566013	0.251563042	0.218215459	0.209218755	0.232287585	0.207452234	0.253023063	0.257805566	0.350318753	0.379111902	0.419143442	0.487493273	0.457579292	0.816225025	1.053018429	0.691869822	0.75447101	0.284832591	0.185874193	0.194929969	0.221223576	0.249669601	0.689725527	0.56944253	0.551433371	0.601466794	0.487694043	0.588573174	0.64888671	0.634581862	0.486838326	0.400657636	0.49661064	0.498439309	0.789298207	0.559366331	0.596048516	0.790965984	0.255015905	0.261899843	0.325124228	0.231136261	0.168972288	0.261740193	0.263422291	0.264306556	0.291079843	0.305257019	0.318099788	0.410345599	0.451406105	0.50055554	0.641061363	0.649833428	0.635369293
Colombia	COL	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.995718667	1.072742792	1.110985373	1.178780606	1.168263393	1.195438802	1.191686651	1.216834649	1.272614681	1.305148889	1.287534798	1.341151105	1.360066658	1.423460867	1.506910292	1.449945557	1.504107662	1.519168155	1.572806879	1.638778444	1.599112838	1.566771994	1.581777337	1.66568998	1.613837898	1.560016049	1.550409766	1.561896683	1.590434666	1.583188677	1.673025787	1.635914936	1.744983321	1.768803864	1.835016799	1.59218139	1.590776145	1.679619011	1.681616958	1.419215476	1.433620241	1.372902655	1.338899634	1.362244907	1.288989699	1.407985384	1.435824144	1.40690202	1.516403445	1.599905659	1.658923082	1.64912349	1.705398582	1.893103161	1.759537174
Comoros	COM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.057560394	0.056665585	0.05578657	0.054902881	0.053991843	0.070715057	0.086699326	0.084924756	0.083123654	0.081371352	0.127517887	0.12502344	0.122624198	0.120127105	0.117295205	0.1282716	0.151669656	0.146201522	0.102346546	0.07396948	0.154861953	0.150094772	0.145806953	0.141837451	0.137990425	0.134157152	0.120308399	0.126564433	0.132327052	0.128463186	0.151457504	0.155721539	0.151234511	0.155079083	0.150716994	0.154272035	0.157598741	0.160720227	0.170761664	0.173348486	0.189314418	0.184706272	0.180298132	0.226353755	0.239461311	0.227828399	0.257569541	0.160026184	0.161805094	0.196081111	0.233942107	0.192025124	0.197567789	0.237378287	0.202814119
Cabo Verde	CPV	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.108753893	0.106828643	0.086950542	0.06762314	0.131054386	0.110915706	0.091762939	0.073709432	0.113922232	0.138424893	0.13571529	0.134326281	0.187603919	0.228343803	0.242408885	0.28267437	0.268004619	0.292544068	0.749873538	0.88294177	0.42214563	0.113178236	0.123349648	0.120876295	0.272597989	0.267690569	0.183245207	0.248309443	0.222464214	0.240685713	0.278873182	0.282936211	0.296145813	0.298118771	0.299815907	0.310980734	0.358632606	0.359355669	0.377839228	0.430111311	0.497272909	0.528914892	0.60831973	0.669412166	0.705698963	0.927245257	0.983876704	1.040309351	0.954553682	1.055171109	1.109478009	1.212548739	0.984565517	0.958866077	0.933403237
Costa Rica	CRI	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.368614595	0.355577072	0.383956275	0.405108756	0.438978531	0.53287985	0.605142779	0.517146296	0.59406916	0.638249446	0.67633187	0.805505278	0.905898057	1.025275298	0.932175715	0.972082195	0.969800562	1.184282916	1.289673606	1.200949498	1.031353822	0.91744892	0.827601731	0.812708452	0.752761976	0.830041246	0.930828287	0.960091024	0.998769594	0.985088218	0.954653351	1.05079938	1.163996186	1.183185055	1.538224124	1.385990192	1.320299928	1.354192887	1.411368081	1.434892041	1.394703986	1.441368065	1.556794835	1.605990202	1.655258443	1.616889851	1.647633189	1.858899789	1.835359367	1.760677795	1.665175303	1.682660743	1.668780062	1.614402173	1.630951062
Caribbean small states	CSS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.400136055	2.058175437	2.701183135	1.348841193	2.360304535	2.598850751	2.526129484	2.97282292	2.934597993	3.072324505	4.277616249	5.051816426	5.094435988	6.035122448	5.733424655	6.071830486	6.60958502	7.26015441	6.900277803	6.904033804	7.064190735	5.85288577	5.612787315	5.022006911	5.011243711	5.490510784	4.752088535	4.948590648	4.567353522	5.000811049	5.246910878	5.28404795	5.542774357	5.363284509	5.266637771	5.354095385	5.964375269	5.635280912	5.744898531	6.294031469	6.506692171	6.924531595	7.040816801	7.567341291	7.776927815	8.392102287	9.147516071	9.293786903	9.188087709	8.915001641	9.27710945	9.143734221	8.886377531	9.138025489	8.884541385
Cuba	CUB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.918450218	1.671065126	1.901815231	1.711636398	1.835584693	1.837204614	1.872286303	1.905932998	1.90599878	2.015669739	2.142524437	2.21054512	2.304546552	2.440922959	2.459527493	2.867647754	2.852371648	3.051684747	3.160115769	3.243456622	3.192674723	3.313362126	3.481307017	3.094608534	3.254777375	3.230949473	3.301281549	3.306152343	3.433281102	3.408053338	3.150989961	2.786120615	2.915598587	2.721848856	2.971968608	2.357347848	2.462952691	2.238025426	2.21429973	2.280074427	2.339161379	2.275291775	2.325789771	2.266421577	2.21934889	2.304659777	2.426221024	2.370445059	2.691785692	2.641408453	3.386127443	3.169444662	3.176608348	3.049362141	3.045210624
Curacao	CUW	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																																					39.44566304	33.89940321	37.72628905
Cayman Islands	CYM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.398728544	1.370670321	1.350478763	1.337182448	1.325741142	1.314493966	2.172136003	1.721394203	2.549183177	4.985159171	4.010279965	4.592839996	5.426696922	5.440652819	4.783875457	4.492404443	5.068806635	5.033812586	6.252984107	5.935962186	9.9831704	9.173506463	9.296381655	9.420417737	9.887828291	9.873349557	9.959261271	10.13885374	9.924882421	10.79618102	9.970251899	10.35203906	11.37406948	11.52098024	12.07895525	11.46226951	11.48124404	11.43458718	11.36828299	10.777708	11.17156428	10.83608828	10.90149314	10.75530112	9.768536333	9.728990992	9.674881573	11.11147369	11.01638136	10.2688701	10.04168844	10.36992524	9.307268397	9.172054616	9.171838032
Cyprus	CYP	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.548904753	1.501421768	1.567877983	1.706871103	1.730114564	1.981936981	2.123861283	2.306960163	2.714285714	2.758812301	2.778840685	3.035855162	3.830484616	3.937727421	2.997132355	3.047579472	3.747675405	4.011215155	4.172176499	4.416506498	4.681349448	4.421643042	4.484997875	4.464367786	4.561958502	4.408610646	4.977937533	5.697846222	5.606462642	5.780923621	5.706562886	5.988914981	6.471912007	6.655456909	6.741662386	6.293262441	6.797248298	6.575312615	7.049874327	6.886143297	7.347326262	7.129456764	7.187870407	7.798570398	7.258439643	7.300757645	7.449680491	7.704853381	7.930294398	7.386924038	6.927903563	6.60156823	6.096256416	5.199663256	5.260352041
Czech Republic	CZE	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	13.3903072	12.83965002	12.16751705	11.99069327	12.15467452	12.36529136	11.90396015	10.88847106	12.07688904	12.10978725	11.7437029	11.97368903	11.4518445	11.76245004	11.92582928	11.97251522	11.23377283	10.30832179	10.65257862	10.18548225	9.611985879	9.384891603	9.165978376
Germany	DEU	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																11.62264617	11.06332025	10.81424893	10.62839192	10.57946663	10.8602336	10.5111126	10.42527316	10.01775877	10.09563988	10.3662867	10.0586725	9.969354525	9.898682369	9.666372234	9.911476012	9.488039888	9.506321178	8.818595562	9.279634012	9.12485921	9.199299757	9.39062342	8.889370395
Djibouti	DJI	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.482292314	0.497231576	0.506040083	0.655940692	0.78396215	1.05260823	1.134129865	0.669786981	0.861521266	0.562697232	0.872772597	0.952624991	1.063942329	0.942881281	0.947217335	0.883287314	0.796673587	0.713632383	0.654804421	1.080182097	0.970484177	0.8019854	0.904207688	0.884619682	0.867037587	0.844349209	0.831279533	0.792735505	0.658536217	0.689354171	0.546573667	0.513632828	0.506776641	0.503957186	0.489038604	0.482815345	0.484237558	0.493776411	0.463350631	0.450453436	0.475248891	0.500470172	0.535636226	0.555888033	0.528103722	0.529037834	0.515825011	0.57084366	0.606017007	0.552127049	0.607471574	0.546278771	0.586763279	0.678855968	0.791961752
Dominica	DMA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.183316392	0.180249705	0.177487012	0.233128834	0.229452805	0.22552969	0.221200103	0.325059835	0.31868482	0.261133978	0.361163874	0.358660873	0.357835894	0.357786017	0.408539557	0.406913197	0.403843507	0.349661495	0.34574769	0.44048048	0.486894867	0.486500829	0.53661035	0.539647076	0.592941937	0.647325611	0.652803834	0.658712174	0.766705695	0.823559136	0.827228379	0.828209254	0.826715514	0.8754248	0.924803497	1.130394575	1.030852484	1.140220203	1.095561246	1.154084946	1.473620759	1.579015358	1.47049725	1.674118671	1.615211924	1.661460914	1.605448614	2.170739958	1.857388074	1.853346249	1.950531915	1.789578627	1.883279662	1.823370166	1.864285911
Denmark	DNK	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	6.502683093	6.881260155	7.945107361	8.6898313	9.146392939	9.316576004	10.44901166	10.14930055	10.96131479	12.14297486	12.59965647	11.49722715	11.9488346	11.80161179	10.91676863	11.02376646	11.85490289	12.15458515	11.97392623	12.31219662	11.78401383	10.11194239	10.49196453	9.810842233	9.950133216	11.74744309	11.50329653	11.37930503	10.74325063	9.505090019	9.770698699	11.69331148	10.5045545	10.99825503	11.7169489	10.92454083	13.71465193	11.64768852	11.22730415	10.36266364	9.613175554	9.875092348	9.68193193	10.38827349	9.362701019	8.690076931	10.11291416	9.20201511	8.543351098	8.058895601	8.40721667	7.296383208	6.514800847	6.862565032	5.935712482
Dominican Republic	DOM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.316155046	0.302506327	0.353028929	0.343658929	0.465454891	0.398941672	0.417894349	0.380468977	0.553066629	0.606689954	0.690547919	0.760937217	0.982245762	1.220224378	1.278470867	1.231130684	1.199250368	1.037383046	0.982979217	1.199736043	1.111600616	1.037738633	1.04300555	1.273301381	1.171994901	1.124029105	1.23459219	1.441945628	1.424662293	1.471915623	1.284840277	1.371066238	1.46266565	1.545528489	1.609061051	2.012746149	2.157968757	2.205103784	2.217515361	2.202171949	2.311301258	2.278507636	2.415109906	2.399070559	2.011351755	2.017778384	2.111060875	2.227743225	2.149242258	2.070810108	2.123958664	2.117090045	2.178544552	2.085432517	2.069986634
Algeria	DZA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.553763777	0.531809994	0.484953619	0.452824232	0.45956903	0.522448569	0.649480708	0.632118427	0.659262359	0.797205587	1.036082596	1.247898461	1.843623954	2.424182387	1.963829943	1.916994148	2.278670704	2.368082096	3.433371663	2.43173222	3.439877979	2.328503328	1.908557235	2.479008883	3.247629826	3.225498069	3.281974713	3.517072592	3.413726625	3.169213022	2.970409071	2.976897628	2.948322021	2.958673674	3.046884957	3.296891314	3.301388016	2.922376836	3.527173598	2.991826199	2.817543547	2.665851517	2.810044593	2.826112964	2.69593129	3.22268315	2.992187469	3.189641475	3.161381458	3.423011434	3.299703688	3.291376176	3.46026581	3.507310029	3.717409901
East Asia & Pacific (excluding high income)	EAP	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.953958598	0.697259817	0.562846713	0.545589701	0.539716613	0.572667107	0.614589484	0.519961073	0.553267696	0.649738073	0.8194664	0.897581725	0.928058956	0.950044904	0.943378116	1.059307335	1.090534538	1.183519425	1.294861083	1.306338653	1.269208489	1.241722365	1.317973216	1.367081827	1.450124352	1.543041863	1.59276607	1.668880952	1.75970476	1.763931242	1.785121568	1.869500576	1.947347484	2.065254013	2.162619579	2.327217871	2.417185586	2.421331343	2.257171789	2.251890412	2.311330946	2.368862027	2.561298583	2.942778456	3.322252677	3.661560575	3.965616652	4.221086764	4.502656666	4.726377843	5.106044509	5.641636355	5.773224485	5.790459749	5.775478345
Early-demographic dividend	EAR	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.594496939	0.604617141	0.624585118	0.63901479	0.665421337	0.696277982	0.714177884	0.75745364	0.818719261	0.839627835	0.880836808	0.91684873	0.935031372	1.00390267	1.017349984	1.014803576	1.07673218	1.126277245	1.154109104	1.189812143	1.216835468	1.232074504	1.255355323	1.256449483	1.268537688	1.303694073	1.336540292	1.357853583	1.391772775	1.42435037	1.403256019	1.482158444	1.496529223	1.538628344	1.561418692	1.554205052	1.60394211	1.616229678	1.628346336	1.678960784	1.712111905	1.703397113	1.70594111	1.765356538	1.82510642	1.858684133	1.930220138	1.97591264	2.079574725	2.128522377	2.119826541	2.201370084	2.295942682	2.210865063	2.295302152
East Asia & Pacific	EAS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.163592595	0.9977325	0.896531078	0.915106587	0.943019897	0.999102112	1.055654711	1.039460503	1.125185784	1.280182083	1.529197637	1.607803236	1.671210372	1.742000309	1.719991851	1.782047392	1.842492127	1.949546063	2.0375746	2.086140441	2.04969871	1.998563635	2.040096547	2.068590886	2.179343483	2.246970521	2.288079728	2.355175039	2.502595633	2.540680081	2.582395587	2.65922431	2.754950369	2.874340171	3.000948728	3.152599881	3.264263937	3.283384708	3.079585439	3.112951498	3.198353898	3.234830716	3.424462539	3.762864184	4.119962702	4.398084212	4.67111039	4.918764805	5.155115078	5.305296112	5.701783623	6.190024193	6.307091841	6.330448653	6.293526114
Europe & Central Asia (excluding high income)	ECA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	9.67465803	8.857382108	7.74510445	7.500491285	7.324759431	6.847887159	6.739063232	6.76544604	6.859211287	6.86405836	6.911233557	7.213577761	7.290098345	7.33101909	7.602230512	7.698072143	7.818031976	7.082828235	7.553130397	7.881542835	7.99726455	7.732164517	7.421190265
Europe & Central Asia	ECS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	8.99702232	8.531442331	7.975212712	7.912395814	7.955173595	7.646223771	7.617161324	7.55358007	7.604236011	7.68972234	7.66123339	7.862515953	7.889590063	7.868362661	7.999938639	7.936460424	7.890886657	7.216632352	7.540718572	7.498987473	7.472226024	7.288579596	6.915991233
Ecuador	ECU	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.388033791	0.352048886	0.325336544	0.362722416	0.420670352	0.433743883	0.447717542	0.465781971	0.543884335	0.609110917	0.705316913	0.676027452	0.714723527	0.795857812	0.89595505	1.053803344	1.129816577	1.014932127	1.37682745	1.565373625	1.685365097	2.039812816	2.298172035	2.272324773	2.409134052	2.148074078	1.647457874	1.590400762	1.773411837	2.031346415	1.646869557	1.577081423	2.081205403	2.210338829	1.219333417	1.996554109	2.070547565	1.539679646	1.84648038	1.733727698	1.640605971	1.798584661	1.908671472	2.029189439	2.150041892	2.203366408	2.066177292	2.244788111	2.344230258	2.455104271	2.441361756	2.543911176	2.473495016	2.617689044	2.761702175
"Egypt, Arab Rep."	EGY	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.59467362	0.615909078	0.652327306	0.736123834	0.848732448	0.895254509	0.838036148	0.604816785	0.686218182	0.575607363	0.618800122	0.642635851	0.695630911	0.634739663	0.681689186	0.793611909	0.860471488	0.922951342	0.935941671	0.998142783	1.025865288	1.127434172	1.218706363	1.199538935	1.306326444	1.273535128	1.444838148	1.409756608	1.366369746	1.288799227	1.322777217	1.339789275	1.353604755	1.520286484	1.365097016	1.502382335	1.571310296	1.635681662	1.814286717	1.827177043	2.021660576	1.761296175	1.752215942	1.999994134	2.001962275	2.177805381	2.28491226	2.377408257	2.453080477	2.50693511	2.41019138	2.528167325	2.471928185	2.376329652	2.198980246
Euro area	EMU	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																8.469097495	8.212562535	8.009369182	7.94637961	8.09617367	8.283789775	8.159639555	8.290429954	8.17677622	8.207013725	8.378061505	8.335929408	8.412746122	8.444274973	8.351671649	8.317244789	8.131036132	7.905203821	7.284917549	7.425634257	7.161267591	6.996653435	6.84398703	6.474920548
Eritrea	ERI	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																			0.280482252	0.302600934	0.324765377	0.273747608	0.183109853	0.187666155	0.179415769	0.180355057	0.16739016	0.194225396	0.199571194	0.193096913	0.137963994	0.139499082	0.09789904	0.119104459	0.11692068	0.132758694			
Spain	ESP	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.606592711	1.74622172	1.935781533	1.879509312	2.037725257	2.225610193	2.407735709	2.647227559	2.93409754	2.897101868	3.457969859	3.75994979	4.190966866	4.440462955	4.89498864	5.079852145	5.491294603	5.358942976	5.438594324	5.478315887	5.734778954	5.48982234	5.525887108	5.367036187	5.190482538	5.230998485	4.93636136	4.934193197	5.134110769	5.837882861	5.624190007	5.790484006	5.973836221	5.570288803	5.901638793	6.082242269	5.848744212	6.292802734	6.5022035	6.991264687	7.257824346	7.290748328	7.591280782	7.611166445	7.908050681	8.097058048	7.88419571	7.920890716	7.165531607	6.216973378	5.816416366	5.788018458	5.660938803	5.084398353	5.033824487
Estonia	EST	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	15.57605126	13.05673945	13.02054613	12.19581745	12.96252174	12.93833023	11.76694109	10.90411323	10.63625164	11.21670899	10.79350419	12.49335386	12.68399031	12.36701519	12.00996206	13.95488409	13.08183443	10.91432018	13.59968907	14.01673297	13.32400037	15.09371797	14.84881917
Ethiopia	ETH	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.015892176	0.015042483	0.017054794	0.017719867	0.016683879	0.025801617	0.032177485	0.040882101	0.064096784	0.060333958	0.058202095	0.063320974	0.04673108	0.056497003	0.054570323	0.037157756	0.035511837	0.031192369	0.040256114	0.053430353	0.051680257	0.051674643	0.039892131	0.048177053	0.04212724	0.044488964	0.052583799	0.059355556	0.059495219	0.060854997	0.06276065	0.05991315	0.057439133	0.056580884	0.040420199	0.044725848	0.048351836	0.050034792	0.051272705	0.048844127	0.053348338	0.063550673	0.064136044	0.068745056	0.070957323	0.06671871	0.069804932	0.074245057	0.079084048	0.077619139	0.07509386	0.085803968	0.092622864	0.112072453	0.119124015
European Union	EUU	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	5.762158102	5.922286133	6.209355018	6.573989889	6.790271969	6.962248115	7.116020568	7.224616458	7.592302028	8.006266133	8.490751291	8.656015669	8.942345588	9.34280705	9.155998472	8.937406127	9.478249882	9.405140595	9.675640363	10.0492085	9.729604012	9.15257289	8.925997859	8.777502364	8.69949905	8.901775031	8.856205872	8.998802207	8.852280317	9.075032671	8.578956365	8.586203596	8.313844472	8.170089621	8.039079607	8.152155974	8.362705908	8.156139925	8.156760822	7.991338607	8.013425982	8.172648668	8.103745058	8.222474447	8.208098253	8.142762936	8.176670834	8.008156168	7.80238627	7.155647741	7.354520586	7.079327763	6.917510608	6.753513189	6.379148848
Fragile and conflict affected situations	FCS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.283290883	0.285566492	0.294273787	0.290952145	0.299584829	0.388348573	0.473480084	0.509496038	0.681328576	0.707618166	0.6820113	0.666593099	0.604472853	0.620380308	0.59400365	0.592166808	0.730390764	0.693841289	0.67703502	0.794607087	0.738370422	0.683242592	0.66935626	0.722173951	0.731253153	0.757971209	0.774391127	0.80752876	0.887390009	0.881038726	0.741506442	0.747728089	0.766543577	0.773945488	0.815848662	0.803825402	0.773121842	0.765867719	0.784567155	0.781231505	0.765812137	0.789740321	0.75023733	0.800614954	0.859576224	0.846048033	0.799199812	0.719929743	0.801348446	0.820861629	0.842662477	0.825987786	0.841904675	0.880020574	0.886959024
Finland	FIN	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	3.409846728	3.348877215	3.742567366	4.279630907	5.024189944	5.549837063	6.444050245	6.213386589	7.200890139	8.20434233	8.769643882	8.799132244	9.51830728	10.58429033	9.9520677	9.785017744	10.85124292	10.59729975	10.92339046	11.40345731	12.18667255	10.73140319	8.925664185	8.562246655	8.65558094	10.13132618	10.84333288	11.68994386	10.54993985	10.59243558	10.37716896	10.71047721	9.415521088	9.948375064	11.24602792	10.32014335	11.95863616	11.66057821	11.05828449	10.7295164	10.12847414	10.9967421	11.86067583	13.26109694	12.83267498	10.41643805	12.57063845	12.09848186	10.63715919	9.955194272	11.57528165	10.54447474	9.075433356	8.681780123	8.660721243
Fiji	FJI	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.49404656	0.414293293	0.547992419	0.55483164	0.944326784	0.74307099	0.677471637	0.729021362	0.79383113	0.849012475	1.000355408	1.0347046	1.067374828	1.138271128	1.186903507	1.081157485	0.823876634	1.281055529	1.167479835	1.351072662	1.252629259	1.66181226	1.256727796	1.043294995	0.83249758	0.814132009	0.842052305	0.660514739	0.765948235	0.870415553	1.117269718	0.912420986	1.004750642	0.99564121	0.977014812	0.983543478	1.047078559	0.99900613	0.96220863	0.973023978	1.039677129	1.297067861	1.092424705	1.284259173	1.653469037	1.334157118	1.471389672	1.38806342	1.060957621	0.929697981	1.419979069	1.25604496	1.213104227	1.30887617	1.320574708
France	FRA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	5.793507945	5.927130464	6.207578239	6.844149785	6.982957004	7.033701955	6.874765083	7.30642216	7.501194027	8.00297878	8.436868233	8.81155982	9.07734214	9.666680526	9.262230669	8.237752775	9.27004864	8.780463816	9.20614423	9.598217534	9.131853937	8.180155178	7.821404774	7.52548753	7.177923254	7.058284444	6.749452533	6.56706621	6.435519509	6.714180737	6.420670907	6.67168905	6.217259025	6.089252757	5.699231509	5.864118291	6.280953607	5.862811599	6.271267469	6.098157837	5.946665463	6.153060599	6.068664472	6.115998108	6.120078568	6.099598855	5.906266386	5.76638517	5.690501415	5.438356727	5.428980862	5.077911491	5.075063887	5.062174035	4.573182147
Faroe Islands	FRO	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.692738236	3.237277517	3.298959798	3.461931471	3.31955341	3.676937669	3.732415493	4.46626774	4.79973822	5.503441495	6.56781721	6.585148089	5.865880177	6.249641852	7.342058357	8.413191006	7.886398394	9.628314607	9.362260792	11.14537946	9.691248793	10.0198101	10.34543074	10.91076063	11.05252427	11.34546771	10.66427936	10.69715364	11.20716514	12.20633717	14.94722024	14.06313083	13.78015329	12.50113636	12.44797838	12.4251086	13.05718876	12.76484833	13.38321168	13.43767177	14.58792162	16.04881539	15.1995227	15.28744737	15.53845834	14.96114735	14.02135047	14.229607	13.00864185	11.86633551	12.99122554	11.6932398	12.13140591	13.91665128	12.23784857
"Micronesia, Fed. Sts."	FSM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	0.976294952	0.952614159	0.968120916	0.988722154	0.981531049	1.013898361	1.084129419	1.020349484	1.160529451	1.574040032	1.336782479	1.338872454	1.341874889	1.139506196	1.145026683	1.326119644	1.123145543	1.552020008	1.097098904	1.169550006	1.310870216	1.379076585	1.445435754
Gabon	GAB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.264455592	0.327302263	0.172630373	0.142058826	0.364047355	0.406288321	0.702908634	1.827464732	3.46693516	2.480154227	3.529558495	4.729010139	4.467698977	8.506731282	8.564258296	8.262822526	8.601652681	9.302910836	10.88384298	9.493043893	9.097608341	8.794870697	8.549981418	7.01238099	7.419466812	7.611559057	5.824885965	4.587602624	4.808204043	6.228923984	4.725217704	4.637060261	4.909159769	4.838359328	4.146172106	4.257369927	4.28587048	4.198840259	4.251779335	4.003618502	3.812587217	3.8027877	3.532692526	3.495415414	3.435279888	3.483729188	2.888232916	2.765283613	2.716100054	2.678457404	2.933224404	2.929968222	2.905518332	2.90571962	2.768265721
United Kingdom	GBR	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	11.15075916	11.15413892	11.14292839	11.25485346	11.26583889	11.45615951	11.31896078	10.78410455	10.99348823	11.34267041	11.7323973	11.82303629	11.56235418	11.74552694	10.98359286	10.73605364	10.65454202	10.76186851	10.76729499	11.46539104	10.28675704	9.955296648	9.740461658	9.687798405	9.381702909	9.900139784	10.03463939	10.06774667	10.02074396	10.19193063	9.710881678	9.870809033	9.660929998	9.454695828	9.448399895	9.274846236	9.480231059	9.042720853	9.094403914	9.047636069	9.199549233	9.233174987	8.904123108	9.053277839	8.989140127	8.982938536	8.89871022	8.617163681	8.424423983	7.574622131	7.857836486	7.079297626	7.355898277	7.145844359	6.49744049
Georgia	GEO	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																	3.146690058	2.026478386	1.25134791	0.486454584	0.880982431	0.979139818	1.105665099	0.975944975	1.026657085	0.859400875	0.777669956	0.877317601	1.018467138	1.209497375	1.486837282	1.572983097	1.282085112	1.568937657	1.608398879	2.05730529	2.20691085	2.081139036	2.411541991
Ghana	GHA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.219944359	0.195992333	0.202357531	0.235983576	0.219630843	0.221145732	0.18262989	0.185683698	0.214550871	0.201312033	0.305406211	0.260051094	0.266842904	0.264726804	0.305829091	0.279368253	0.242918621	0.29473066	0.286857916	0.251979072	0.236952357	0.274094735	0.264935752	0.307352718	0.209693353	0.261553112	0.232540306	0.243715826	0.249068406	0.234953885	0.260957011	0.261623547	0.257527134	0.286044063	0.303371967	0.314836872	0.32646561	0.36151854	0.354979299	0.354443096	0.332065264	0.356285127	0.372506201	0.373214083	0.350161075	0.324620095	0.423190166	0.432928115	0.392218773	0.322460195	0.406162808	0.391342522	0.4615626	0.554930149	0.536533378
Gibraltar	GIB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	2.037744721	2.158328428	2.265071652	2.213659047	2.160957021	1.830613264	2.066924696	2.294067859	2.383404348	2.344046308	2.439530812	2.794485434	2.519928532	2.880695403	2.616882455	2.97545473	2.589166835	2.575312688	2.318646211	3.037909666	2.907241015	1.692424342	0.724202627	1.206924925	1.088309975	1.456748436	1.344387415	1.60270979	2.364281109	2.381006083	4.9037512	6.778652609	7.988290956	8.046281606	9.445024252	9.122798288	9.293627806	9.588808263	10.0005844	10.29424672	10.7022771	10.98674061	11.04378012	11.21371375	12.07157637	12.45762818	12.94395591	12.74595509	12.99560064	14.01996602	14.03202868	13.50220027	13.74184338	14.52448937	15.51348493
